File,Full Title,Edition,Short Title,Series,Creator,Contributors,Publication Date,Map Publisher,Subject,Continent,Country,State/Province,Region,County,City,Notes,Local Note,Contents,Essay Description of Item,Type (RDA),Type (DCMI),Genre,Color/B&W,Scale,Bounding Box,Original Collection,Primo Record Permalink,Original Item Description,Original Item ID,Language,Repository,Digital Publisher,Rights,Digital ID,Digital Format,Digital Collection,NB,Accessible Alt Text,Cataloger,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
20260817_agdm-export_Bbox-Subset.csv,Carte ethnique et linguistique de l'Europe Central / A. Dardano red. et dessinateur,,"Eastern Europe, western Asia 1917",,Institut Geographique de Agostini,,1917,Novare : Institut Geographique de Agostini,"Ethnology -- Europe -- Maps ; Ethnology -- Europe, Central -- Maps ; Ethnology -- Europe, Eastern -- Maps ; Ethnology -- Asia, Central -- Maps ; Linguistics -- Europe -- Maps ; Linguistics -- Europe, Central -- Maps ; Linguistics -- Europe, Eastern -- Maps ; Linguistics -- Asia, Central -- Maps ; Linguistic geography ;",Europe; Asia;,,,,,,"Removed from: L'Europe ethnique et linguistique : atlas descriptif en trois cartes spéciales à couleurs, avec texte demonstratif.",,,,cartographic image,Still image,Maps,Color;,"1:3,000,000",E 5°54ʹ00ʺ--E 29°51ʹ00ʺ/N 57°28ʹ00ʺ--N 38°35ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1dmapte/alma9913773723402124,1 map : color,600 C-1917,French,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030924 (003),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,The 1917 map illustrates European language and ethnic groups from Central to Eastern Europe using color-coded regions.,,2025-01-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36084,36084,36081.jp2,/agdm/image/36081.jp2
20260817_agdm-export_Bbox-Subset.csv,"Carte foncière de l'État indépendant du Congo / par A.J. Wauters, rédacteur en chef du ""Mouvement Géographique,"" L. Manduau del.",,Congo 1906,,,"Wauters, A.-J. (Alphonse-Jules), 1845-1916 ; Manduau, Édouard 1855-1937 ;",1906,Bruxelles : Institut National de Géographi,"Congo (Democratic Republic) -- Boundaries -- Maps ; Congo (Democratic Republic) -- Boundaries -- Africa, East -- Maps ; Congo (Democratic Republic) -- Administrative and political divisions -- Maps;",Africa;,Democratic Republic of the Congo,,,,,"Other title: Mouvement Géographique. Notes: ""Supplément au Mouvement Géographique du 25 Novembre 1906."" Gift from publisher Sep. 25, 1912.",,,,cartographic image,Still image,Maps,Color;,"1:8,000,000",E 12°02ʹ00ʺ--E 31°18ʹ00ʺ/N 5°23ʹ00ʺ--S 13°27ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014167267402124,"1 map : color ; 29 x 32 cm, on sheet 45 x 42 cm",345 B-1906,French,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030958,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1906 Congo map illustrates colonial zones, railroads, and border divisions under the Independent State control.",,2025-01-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36085,36085,36093.jp2,/agdm/image/36093.jp2
20260817_agdm-export_Bbox-Subset.csv,Erdélyi iparvállalatok az 1938 évi adatok alapján = : Industrial concerns of Transylvania (with data of the year 1938) / Magyar Állami Nyomda.,,"Transylvania, Romania 1946",,Magyar Állami Nyomda,Magyar Állami Nyomda (Budapest);,1946,Budapest : Magyar Állami Nyomda,Labor -- Romania -- Transylvania -- Maps ; Industries -- Romania -- Transylvania -- Maps;,Europe;,Romania,,,,,"Gift from the publisher 1947.  Other title: Industrial concerns of Transylvania (with data of the year 1938) Notes Includes source and notes. ""Source: Indicatorul Industriei Romănes̨ti, 1938, Bucures̨ti. Ministrul Economeie Nat̨ionale."" Shows: Iron and metal, and machinery manufacturing -- Lime, cement amd brick industries -- Timber industries -- Textile, clothing, and leather industries -- Paper industry -- Mining, alcohol, and foodstuff industries -- Chemical industry; Printing and reproducing industry.",,,,cartographic image,Still image,Maps,Color;,"1:1,450,000",E 22°04ʹ00ʺ--E 26°38ʹ00ʺ/N 47°25ʹ00ʺ--N 45°01ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991012937940102124,1 map : color ; 32 x 47 cm,666-c .T72 E-1946a,In Hungarian and English.,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030960,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A vintage 1938 map details Transylvania's industrial sectors by county, marking textiles, machinery, and food production.",,2025-01-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36086,36086,36095.jp2,/agdm/image/36095.jp2
20260817_agdm-export_Bbox-Subset.csv,Erdély bányászati térképe az (áramot eladásra termelö) áramfejlesztö telepek feltüntetésével = Mining map of Transylvania.,,"Transylvania, Romania 1946",,,Magyar állami nyomda (Budapest),1946,Budapest : Magyar Allami Nyomda,Mines and mineral resources -- Romania -- Transylvania -- Maps;,Europe;,Romania,,,,,"Gift from the publisher, 1947.  Includes list of sources.",,,,cartographic image,Still image,Maps,Color;,"1:1,450,000",E 22°04ʹ00ʺ--E 26°38ʹ00ʺ/N 47°25ʹ00ʺ--N 45°01ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991012937940202124,1 map : color ; 32 x 47 cm,666-c .T72 E-1946,French,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030959,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1946 detailed map shows Transylvania's mineral resources, mines, and settlements with explanatory symbols.",,2025-01-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36087,36087,36092.jp2,/agdm/image/36092.jp2
20260817_agdm-export_Bbox-Subset.csv,"Africa mineral production - 1939 (B) : iron ore, manganese ore, crude chromite, antimony, cobalt, and vanadium.","September 14, 1942.",Africa 1942,,United States. Department of State. Office of the Geographer,,1942,"Washington, D.C. : Department of State",Mines and mineral resources -- Africa -- Maps,Africa;,,,,,,"""Africa map 4B.""",,,,cartographic image,Still image,Maps,Color;,"1:30,000,000",W 25°21ʹ00ʺ--E 63°29ʹ00ʺ/N 37°20ʹ00ʺ--S 34°49ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014167267102124,1 map : color ; 34 x 26 cm,300 E-1939 1942b,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030957,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1939 Africa map shows iron, manganese, chromite, antimony, cobalt, and vanadium production with colored mine markers.",,2025-01-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36088,36088,36089.jp2,/agdm/image/36089.jp2
20260817_agdm-export_Bbox-Subset.csv,"Karte der Leinen, -Hanf und Jute-Industrie in Österreich-Ungarn / von Dr. phil. Hermann Leiter.",,Austria 1917,,"Leiter, Hermann, 1882-",Hochschule für Welthandel Wien. Geographisches Institut,1917,"Wien : Stich, Druck und Verlag von Ed. Hölzels geogr. Institut","Textile industry -- Austria -- Maps ; Textile industry -- Czech Republic -- Maps ; Textile industry -- Europe, Central -- Maps ; Textile industry -- Europe, Eastern -- Maps ; Textile industry -- Balkan Peninsula -- Maps ;",Europe;,Austria,,,,,"Karte des Geographischen Instituts der k.k. Exportakademie. F. Heiderich: Wirtschaftsgeographischer Atlas von Österreich-Ungarn. Includes 3 inset maps: Leinen, -Hanf und Jute-Industrie auf der Nordhälfte der Böhmisch-Mährischen Höhe -- Leinen, -Hanf und Jute-Industrie in NordMähren und Schlesien -- Leinen, -Hanf und Jute-Industrie in Nordostböhmen. Covers Austria, Czech Republic, Slovakia, Hungary, Galicia, Transylvania, Slovenia, Croatia, Serbia and Bosnia and Herzegovina.",,,,cartographic image,Still image,Maps,Color;,"1:1,500,000",E 10°47ʹ00ʺ--E 26°38ʹ00ʺ/N 51°48ʹ00ʺ--N 43°29ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013721259902124,1 map : color ; 70 x 93 cm,641 E-[1917],English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030963,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1917 map highlights centers of linen, hemp, and jute industries in the Austro-Hungarian Empire.",,2025-01-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36089,36089,36094.jp2,/agdm/image/36094.jp2
20260817_agdm-export_Bbox-Subset.csv,"Africa mineral production - 1939 (C) : gold, silver, platinum metals, diamonds, uranium ores.","September 14, 1942.",Africa 1942,,United States. Department of State. Office of the Geographer,,1942,"Washington, D.C. : Department of State",Mines and mineral resources -- Africa -- Maps;,Africa;,,,,,,"Gift from publisher 1946.  ""Africa map 4C.""",,,,cartographic image,Still image,Maps,Color;,"1:30,000,000",W 25°21ʹ00ʺ--E 63°29ʹ00ʺ/N 37°20ʹ00ʺ--S 34°49ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014167267302124,1 map : color ; 34 x 26 cm,300 E-1942,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030955,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1939 map highlights Africa's gold, silver, platinum mines, diamonds, and uranium sites with volume markers.",,2025-01-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36090,36090,36091.jp2,/agdm/image/36091.jp2
20260817_agdm-export_Bbox-Subset.csv,"Africa mineral production - 1939 (D) : copper, lead, zinc, and tin.","September 14, 1942.",Africa 1942,,United States. Department of State. Office of the Geographer,,1942,"Washington, D.C. : Department of State",Mines and mineral resources -- Africa -- Maps;,Africa;,,,,,,"""Africa map 4D.""",,,,cartographic image,Still image,Maps,Color;,"1:30,000,000",W 25°21ʹ00ʺ--E 63°29ʹ00ʺ/N 37°20ʹ00ʺ--S 34°49ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014167267202124,1 map : color ; 34 x 26 cm,300 E-1939 1942a,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030956,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1939 map depicts African mineral production: copper, lead, zinc, and tin regions with bar graphs.",,2025-01-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36091,36091,36090.jp2,/agdm/image/36090.jp2
20260817_agdm-export_Bbox-Subset.csv,"Index to Israel topographic map 1:25,000 / Survey of Israel.",,Israel 2024,,Israel. Agaf ha-medidot,,2024,Tel Aviv-Yafo : Survey of Israel,Israel -- Maps; Topographic maps;,Asia;,Israel,,,,,"Title from ILH Internationales Landkartenhaus shelf list. Relief shown by contours, hachures and spot heights. Sheets individually titled and include sheet coverage key and notes. © copyright: 2024. All rights reserved to Survey of Israel, Ministry of Construction and Housing. Sheet distribution differs from previous series; complete country coverage. Shows morphology, detailed hydrology, land use and cover, built-up areas, communication features, administrative boundaries, points of interest, minefield areas.",,01 Kiryat Shmona -- 02 Majdal Shams -- 03 Hatsor Ha-Glilit -- 04 Merom Golan -- 05 Nahariya -- 06 Sasa -- 07 Akko -- 08 Karmi'el -- 09 Tsfat -- 10 Yonatan -- 11 Hefa -- 12 Tsippori -- 13 Tverya -- 14 Ein Gev -- 15 Zikhron Ya'akov -- 16 Umm al-Fahm -- 17 Afula -- 18 Ramat Tsvi -- 19 Bet Yosef -- 20 Hadera -- 21 Baka al-Gharbiya -- 22 Jenin -- 23 Bet She'an -- 24 Shadmot Mehola -- 25 Herzliya -- 26 Tayibe -- 27 Shkhem -- 28 Tmon -- 29 Ro'i -- 30 Tel Aviv-Yafo -- 31 Rosh Ha-'Ayin -- 32 Ari'el -- 33 Ma'ale Efrayim -- 34 Ashdod -- 35 Ramla -- 36 Modi'in-Maccabim-Re'ut -- 37 Giv'at Ze'ev -- 38 Kfar Adummim -- 39 Yeriho -- 40 Ashkelon -- 41 Kiryat-Malakhi -- 42 Beit Shemesh -- 43 Yerushalayim -- 44 Kalya -- 45 Sderot -- 46 Kiryat Gat -- 47 Lakhish -- 48 Hevron -- 49 Pne Hever. 50 Mitspe Shalem -- 51 Pattish -- 52 Rahat -- 53 Metar -- 54 Ma'on -- 55 En-Gedi -- 56 Yated -- 57 Urim -- 58 Hatserim -- 59 Be'er Sheva -- 60 Ar'ara BaNegev -- 61 Arad -- 62 Neve Zohar -- 63 Be'er Milka -- 64 Retamim -- 65 Tlalim -- 66 Yeroham -- 67 Dimona -- 68 HaMakhtesh HaKatan -- 69 En Tamar -- 70 Nitsane Sinay -- 71 Shivta -- 72 Sde Boker -- 73 HaMakhtesh HaGadol -- 74 Ne'ot Ha-Kikkar -- 75 Hatseva -- 76 Har Ayarim -- 77 Makhtesh Ramon -- 78 Mitspe Ramon -- 79 Har Ardon -- 80 En Yahav -- 81 Ma'agorat Lots -- 82 Har Kirton -- 83 Sheluhat Omer -- 84 Tsukim -- 85 Har Saggi -- 86 Be'er Ada -- 87 Paran -- 88 Sheluhat Karkom -- 89 Tsuke Tsihor -- 90 Shittim -- 91 Har Tsnifim -- 92 Neve Harif -- 93 Grofit -- 94 Bikat Sayyarim -- 95 Yotvata -- 96 Be'er Ora -- 97 Elat.,,cartographic image,Still image,Maps,Color;,"1:25,000",E 34°16ʹ00ʺ--E 35°41ʹ00ʺ/N 33°17ʹ00ʺ--N 29°27ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014268989102124,7 maps : color ; 70 x 102 cm,"413.2-b A-1:25,000 2024 Index",English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030964 (001),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A detailed 1:25,000-scale topographic map of Israel with place names and grid markings.",,2025-01-15,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36092,36092,36096.pdf,/agdm/image/36096.pdf
20260817_agdm-export_Bbox-Subset.csv,Map of Alaska / compiled and drawn by Wm. A. Briesemeister from the surveys and maps of the U.S. Geological Survey ... and other official sources ; prepared by the American Geographical Society for the Alaska Road Commission,,Alaska 1923,,"Briesemeister, William A.",American Geographical Society of New York ; United States. Alaska Road Commission ;,1923,"New York, N.Y. : American Geographical Society ; Washington, D.C. : Alaska Road Commission",Alaska -- Maps;,North and Central America;,United States,Alaska,,,,Relief shown by contours and spot heights.  Ancillary maps: Southeastern Alaska -- Relation of Alaska to North America and the Orient -- Index map.,,,,cartographic image,Still image,Maps,Color;,"1:1,250,000",W 169⁰--W 139⁰/N 68⁰--N 54⁰,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9916074703402124,"1 map : color, mounted on cloth ; 122 x 158 cm",810 A-1923,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030905,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2025-01-22,2025-01-22,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36096,36096,36109.cpd,/agdm/image/36109.cpd
20260817_agdm-export_Bbox-Subset.csv,Milwaukee County land use and zoning : atlas,,"Milwaukee, Wisconsin 1958",,Milwaukee Metropolitan Study Commission,,,Milwaukee : Commission's Committee on Land Use and Zoning,Zoning -- Wisconsin -- Milwaukee County ; Land use -- Wisconsin -- Milwaukee County ; Milwaukee County (Wis.) -- Maps ;,North and Central America;,United States,Wisconsin,,Milwaukee,,Prepared by the Commission's Committee on Land Use and Zoning.  Cover title.,,,,cartographic image,Still image,Maps,Color;,,W 88°04ʹ15ʺ--W 87°51ʹ45ʺ/N 43°11ʹ41ʺ--N 42°55ʹ14ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9910602893402124,"1 atlas (1 pages, 30 unnumbered pages) : color maps ; 53 cm",(AGS) (FOL) At.893-c .M54 E-1958,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am003008 through am003022,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2025-01-22,2025-01-22,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36112,36112,36125.cpd,/agdm/image/36125.cpd
20260817_agdm-export_Bbox-Subset.csv,"Topographical map of Prince Edward Island in the Gulf of St. Lawrence : from actual surveys and the late coast survey of Capt. H.W. Bayfield / by D.J. Lake, C.E. ; J. Schedler, Map Engr. & Lithograr. ; W.E. & A.A. Baker",,"Prince Edward Island, Canada 1863",,"Lake, D. J.","Schedler, J. (Joseph) ; W.E. & A.A. Baker ;",1863,St. John N.B. : W.E. & A.A. Baker,Prince Edward Island -- Maps ; Real property -- Prince Edward Island -- Maps ; Landowners -- Prince Edward Island -- Maps ;,North and Central America;,Canada,Prince Edward Island;,,,,"Shows property owners.  Includes 29 inset maps, illustrations, directories, and population table.",,,,cartographic image,Still image,Maps,Color;,"1:100,000",W 64°33ʹ00ʺ--W 61°23ʹ00ʺ/N 47°36ʹ00ʺ--N 45°50ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013546771802124,1 map : color ; 125 x 184 cm,131 A-1863,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030965 (s1-s2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2025-01-22,2025-01-22,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36119,36119,36132.cpd,/agdm/image/36132.cpd
20260817_agdm-export_Bbox-Subset.csv,Cuba,Relief edition.,Cuba 1992,,United States. Central Intelligence Agency,,1992,"Washington, D.C. : Central Intelligence Agency",Cuba -- Maps;,North and Central America;,Cuba,,,,,"""801755 (R00014) 4-92.""  Shipping list no.: 92-0564-P.  Relief shown by shading and spot heights.  Includes comparative area map and insets of ""Central Havana"" and ""U.S. Naval Base Guantanamo Bay.""  Gazetteer on verso.",,,,cartographic image,Still image,Maps,Color;,"1:1,000,000",W 85°--W 74°/N 25°--N 18°,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014270789102124,1 map : color ; 89 x 120 cm,233 A-[1992]a,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030961 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2025-01-22,2025-01-22,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36122,36122,36135.cpd,/agdm/image/36135.cpd
20260817_agdm-export_Bbox-Subset.csv,"War map of American trade opportunities / prepared and copyrighted 1914 by the Alexander Hamilton Institute, Research Department.",,World 1914,,Alexander Hamilton Institute (U.S.). Research Department,,1914,"New York : Alexander Hamilton Institute, Research Department","International trade -- Maps ; World War, 1914-1918 -- Economic aspects -- Maps ; International economic relations -- Maps ;",,,,,,,"Summary  ""This map ... is the result of a careful statistical analysis of the domestic trade of the United States and Canada and of the import and export trade of all of the leading countries of the world ... In preparing the map, the foreign trade of the United States, of Canada and of the warring nations was first studied in detail. The principal exports of these countries, together with their destinations, were noted and have been listed on this map in all lines where the United States and Canada are able to supply competing goods in large quantities."" Also shows where foreign trade of U.S. manufactures and commodities is suspended or reduced, and where opportunities for increased trade exist.  Notes  Map includes lists of goods that major economies no longer receive from the countries at war.  Includes text.  Extensive statistical table titled ""Tabular statement of American industries"" on verso with text.",,,,cartographic image,Still image,Maps,B&W;,,W 180°--E 180°/N 80°--S 60°,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013190716302124,1 map ; 55 x 89 cm,050 E-[1914],English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030973 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2025-01-22,2025-01-22,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36125,36125,36138.cpd,/agdm/image/36138.cpd
20260817_agdm-export_Bbox-Subset.csv,"Kaufmännische wandkarte der erde zur übersicht der handelsbeziehungen, dampfer- und kabel-verbindungen des Deutschen Reiches mit übersee, sowie der Deutschen schutzgebiete und konsulate / von Paul Langhans.",,World 1899,,"Langhans, Paul, 1867-1952","Justus Perthes (Firm : Gotha, Germany)",1899,Gotha : Justus Perthes,World maps ; Transportation -- Maps ; Telecommunication cables -- Maps ; Trade routes -- Maps ; Germany -- Commerce -- Maps ; Colonies -- Maps;,,,,,,,"Shows transportation routes, telecommunication cables and colonial territories.",,,,cartographic image,Still image,Maps,Color;,"1:28,000,000",W 180°--E 180°/N 85°--S 60°,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013190717502124,1 map on 4 sheets : color ; 89 x 146 cm,050 E-[1899],German,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030971 (s1=s2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2025-01-22,2025-01-22,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36129,36129,36142.cpd,/agdm/image/36142.cpd
20260817_agdm-export_Bbox-Subset.csv,"La Chine royaume [cartographic material] : cette carte n'est quin abregé d'une autre tres belle, fort grande, et fort particuliere ... / par N. Sanson ; Johannes Somer Pruthenus sculpsit.",,China 1656,,"Sanson, Nicolas, 1600-1667","Mariette, Pierre, 1603-1657 ; Sanson, Nicolas, 1600-1667. Cartes générales de toutes les parties du monde ; Somer, Jan, engraver",1656,"A Paris : Chez Pierre Mariette, Rue S. Iacque a l'Esperance, avecq privilege du Roy pour vingt ans",China -- Maps;,Asia;,,,,,,From Sanson's Cartes générales de toutes les parties du monde (1658). Ms. number on verso: 180. Prime meridian: Ferro. Relief shown pictorially. Watermark.,,,,cartographic image,Still image,Maps,Color;,"1:9,500,000",E 100°0ʹ--E 130°0ʹ/N 52°0ʹ--N 18°0ʹ,American Geographical Society Library - Maps,,1 map : hand colored ; 39.6 x 51.7 cm,,Latin,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am003029,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1656 map by Nicolas Sanson, 'La Chine Royaume,' illustrates China's ancient rivers, regions, and names like Nanking.",,2025-01-22,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36130,36130,36098.jp2,/agdm/image/36098.jp2
20260817_agdm-export_Bbox-Subset.csv,"Southeast Asia and Pacific Islands from the Indies and the Philippines to the Solomons / compiled and drawn in the Cartographic Section of the National Geographic Society ; James M. Darley, chief cartographer",,Southeast Asia 1944,,National Geographic Society (U.S.). Cartographic Division,"Darley, James M. (James Morrison)",1944,"Washington, D.C. : National Geographic",Southeast Asia -- Maps ; Islands of the Pacific -- Maps ;,Asia;,,,,,,"Relief shown by hachures and spot heights. Issued with the National geographic magazine, v. 86, no. 4, Oct. 1944. Includes 6 regional insets and 16 island insets.",,,,cartographic image,Still image,Maps,Color;,"1:8,000,000",E 89°--E 162°/N 32°--S 13°,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9915479543402124,1 map : color ; 64 x 101 cm,441 A-1944,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030970,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1944 National Geographic map depicts Southeast Asia and nearby Pacific islands with borders and key locations.,,2025-01-22,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36131,36131,36100.jp2,/agdm/image/36100.jp2
20260817_agdm-export_Bbox-Subset.csv,"The Americas 1:25,000,000",,Western hemisphere 1942,American Geographical Society outline map series ; no. 2.,American Geographical Society of New York,,1942,New York : American Geographical Society of New York,Western Hemisphere -- Maps ; North America -- Maps ; South America -- Maps ;,North and Central America; South America;,,,,,,"Also available on scales of 1:12,500,000 and 1:50,000,000."" American Geographical Society Library at University of Wisconsin Milwaukee annotated to show air services, principal international routes and airfields based on official airline guide, Dec. 1951.""",,,,cartographic image,Still image,Maps,Color;,"1:25,000,000",E 172°--W 10°/N 90°--S 58°,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014108571202124,1 map ; 66 x 40 cm,250 D-1942 1951,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030969,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1942 poster shows early trans-American flight routes plotted on a scaled map (1:2.5M).,,2025-01-22,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36132,36132,36101.jp2,/agdm/image/36101.jp2
