File,Full Title,Edition,Short Title,Series,Creator,Contributors,Publication Date,Map Publisher,Subject,Continent,Country,State/Province,Region,County,City,Place Lookup,Notes,Local Note,Contents,Essay Description of Item,Type (RDA),Type (DCMI),Genre,Color/B&W,Scale,Bounding Box,Original Collection,Primo Record Permalink,Original Item Description,Original Item ID,Language,Repository,Digital Publisher,Rights,Digital ID,Digital Format,Digital Collection,NB,Accessible Alt Text,Cataloger,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
20260817_agdm-export_Bbox-Subset.csv,"Philips' series of comparative wall atlases, British Isles, commercial development / edited by George Philip",,Great Britain 1912,,,,1912,"London : George Philip & Son ;  Chicago : Denoyer-Geppert Company, Sole U.S. Distributors",Great Britain -- Commerce -- Maps.,Europe;,Great Britain,,,,,Great Britain,"Includes inset map. ""The London Geographical Institute"" -- bottom right.",,,,cartographic image,Still image,Maps,Color,"1:1,000,000",(W 10°53ʹ00ʺ--E 2°05ʹ00ʺ/N 60°58ʹ00ʺ--N 49°40ʹ00ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014167266002124,1 map : color ; 104 x 84 cm,621 E-[1912]a,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030865,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1912 British Isles map highlights industry, farms, mining, fisheries, and key trade ports.",,2024-11-12,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35937,35937,35935.jp2,/agdm/image/35935.jp2
20260817_agdm-export_Bbox-Subset.csv,Helping African development and adding Africa's resources to freedom's cause with Marshall Plan Aid.,,Africa 1948,,United States. Economic Cooperation Administration,,1948,"Washington, D.C. : Economic Cooperation Administration ECA",Africa -- Economic conditions -- Maps ; Land capability for agriculture -- Africa -- Maps ; Mines and mineral resources -- Africa -- Maps ;,Africa,,,,,,Africa,"Includes text. ""GPO 83-345563"" -- bottom right.",,,,cartographic image,Still image,Maps,Color,"1:2,750,000",(W 25°21ʹ00ʺ--E 63°29ʹ00ʺ/N 37°20ʹ00ʺ--S 34°49ʹ00ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014167266802124,1 map : color ; on sheet 28 x 22 cm,300 E-[1948],English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030876,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"The 1948 Marshall Plan map shows aid projects in Africa, including soil conservation, oil exploration, demonstration farms.",,2024-11-12,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35938,35938,35941.jp2,/agdm/image/35941.jp2
20260817_agdm-export_Bbox-Subset.csv,"Philips' comparative wall atlas of the British Isles, agriculture and fishing / Edited by J.F. Unstead & E.G.R. Taylor, etc.",,Great Britain 1912,,,,1912,London : G. Philip & Son,Agriculture -- Great Britain -- Maps ; Fishing -- Great Britain -- Maps ;,Europe;,Great Britain,,,,,Great Britain,"Related titles Other editions : [Philips' Comparative Wall Atlas of the British Isles. Agriculture and Fishing. Scale, 1 : 1,000,000, 16 miles = 1 inch ... Edited by J.F. Unstead ... and E.G.R. Taylor, etc. With Handbook]. 1931 Notes Includes inset map. ""The London Geographical Institute"" -- lower right.",,,,cartographic image,Still image,Maps,Color,"1:1,000,000",(W 10°53ʹ00ʺ--E 2°05ʹ00ʺ/N 60°58ʹ00ʺ--N 49°40ʹ00ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014167266102124,1 map : color ; 104 x 84 cm,621 E-[1912],English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030864,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1912 map compares British Isles farming areas with fishing zones, displaying crops and main fish locations.",,2024-11-12,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35940,35940,35933.jp2,/agdm/image/35933.jp2
20260817_agdm-export_Bbox-Subset.csv,E. Tiessen. Einheitskarten Nr 1. Kartoffelernte 1913 / Leitung: Prof. Paul Langhans.,,Germany 1918,,,,1918,Gotha : Justus Perthes,Potatoes -- Germany -- Maps,Europe,Germany,,,,,Germany,"""Petermanns Geogr. Mitteilungen Jahrgang 1918 Tafel 1"" -- top margin.",,,,cartographic image,Still image,Maps,Color,"1:2,750,000",(E 5°51ʹ00ʺ--E 15°02ʹ00ʺ/N 55°05ʹ00ʺ--N 47°16ʹ00ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014167267602124,1 map ; 33 x 49 cm,640 E-1918,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030875,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1913 map shows regional German potato yields using bar indicators.,,2024-11-12,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35942,35942,35946.jp2,/agdm/image/35946.jp2
20260817_agdm-export_Bbox-Subset.csv,"Die forsten und holzungen im Jahre 1900, im Verhältnis zur Gesamtlandesfläche, Schematische Karte nach preuss. Provinzen, Bayern rechts u. links d. Rhs. und Staaten / Bearbeitet im Kaiserlichen Statistischen Amt. ; Berliner lithogr. Institut.",,Germany 1903,,Germany. K. statistisches amt.,,1903,Berlin : PuttK̈ammer & Mühlbrecht,Forests and forestry -- Germany -- Maps,Europe;,Germany,,,,,Germany,"At head of title: Deutsches Reich. Includes abbreviation key. ""Vierteljahrshefte zur statistik des deutschen reichs, ergaenzungsheft zu 1903, II Erg"" -- top margin. ""No. 1"" -- top right.",,,,cartographic image,Still image,Maps,Color,"1:5,000,000",(E 5°51ʹ00ʺ--E 15°02ʹ00ʺ/N 55°05ʹ00ʺ--N 47°16ʹ00ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014167267702124,"1 map : color ; 19 x 24 cm, on sheet 26 x 34 cm",640 E-1900 [1903]a,German,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030873,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1900 German map shows forest proportions across regions.,,2024-11-12,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35948,35948,35945.jp2,/agdm/image/35945.jp2
20260817_agdm-export_Bbox-Subset.csv,Nihon zenzu. tōbu / Miyamoto Sanpei. Vernacular Title: 日本全圖. 東部 / 宮本三平製.,,"Japan, eastern 1877",,"Miyamoto, Sanpei.  宮本三平.",Yuki Masaaki.  結城正明.,1877,Tōkyō : Monbushō,"Japan -- Maps ; Japan -- History -- Meiji period, 1868-1912 -- Maps ;",Asia;,Japan,,,,,Japan,"Gift from D. Bethune McCartee M.D. 1881.  Uses ""Tokyo Datum"" as primary horizontal geodetic system for longitude. Relief shown by hachures. Published by the Japanese Ministry of Education. Engraved in Tokyo by Yuki Masaaki.",,,,cartographic image,Still image,Maps,Color,"1:440,000",(E 136°22ʹ00ʺ--E 146°12ʹ00ʺ/N 45°38ʹ00ʺ--N 34°00ʹ00ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014205472402124,1 map : color ; 231 x 160 cm,470 A-[1877] Eastern,Japanese,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030878,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,An 1877 Meiji-era Japanese map divides East and Central Japan into historic regions.,,2024-11-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35950,35950,35953.jp2,/agdm/image/35953.jp2
20260817_agdm-export_Bbox-Subset.csv,Nihon zenzu. seibu / Miyamoto Sanpei. Vernacular Title: 日本全圖. 西部 / 宮本三平製.,,"Japan, western 1877",,"Miyamoto, Sanpei.  宮本三平.",Yuki Masaaki.  結城正明.,1877,Tōkyō : Monbushō,"Japan -- Maps ; Japan -- History -- Meiji period, 1868-1912 -- Maps ;",Asia;,Japan,,,,,Japan,"Gift from D. Bethune McCartee M.D. 1881. Uses ""Tokyo Datum"" as primary horizontal geodetic system for longitude. Relief shown by hachures. Published by the Japanese Ministry of Education. Engraved in Tokyo by Yuki Masaaki.",,,,cartographic image,Still image,Maps,Color;,"1:440,000",(E 128°29ʹ00ʺ--E 135°09ʹ00ʺ/N 37°36ʹ00ʺ--N 30°06ʹ00ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014051451702124,1 map : color ; 231 x 160 cm,470 A-[1877] Western,Japanese,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030877,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"An 1877 Meiji-era Japanese map, titled Nihon zenzu, shows its political divisions.",,2024-11-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35951,35951,35955.jp2,/agdm/image/35955.jp2
20260817_agdm-export_Bbox-Subset.csv,Mapa de Nicaragua / Obsequio de la Oficina del Delegado de Carreteras Ministerio de Fomento y Obras Publicas ; Administracion Somoza,,Nicaragua 1946,,Nicaragua. Ministerio de Fomento,,1946,Nicaragua : Nicaragua Ministerio de Fomento,Nicaragua -- Maps ; Roads -- Nicaragua -- Maps ;,North and Central America;,Nicaragua,,,,,Nicaragua,Road and population data tables on verso.,,,,cartographic image,Still image,Maps,B&W;,"1:3,000,000",(W 87°53ʹ00ʺ--W 82°28ʹ00ʺ/N 15°05ʹ00ʺ--N 10°42ʹ00ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013894968002124,1 map ; 25 x 19 cm,226 D-[1946],Spanish,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030882 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2024-11-21,2024-11-21,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35963,35963,35973.cpd,/agdm/image/35973.cpd
20260817_agdm-export_Bbox-Subset.csv,Mapa de la República de Nicaragua,,Nicaragua 1947,,General Drafting Company;,Esso Standard Oil S.A. Limited;,1947,"Convent Station, N.J. : General Drafting Company",Roads -- Nicaragua -- Maps ; Roads -- Central America -- Maps;,North and Central America;,Nicaragua,,,,,Nicaragua,"Prepared for Esso Standard Oil S.A. Limited.  Relief shown by hachures and spot heights.  ""1047""--Margin  Includes text, illustrations, and index.  On verso: ""Mapa de la America Central y Panama"" with index, Canal Zone map, map of ""La Carretera Interamericana,"" distance chart and elevation profile.",,,,cartographic image,Still image,Maps,Color;,"1:930,000",(W 88°00ʹ--W 83°00ʹ/N 15°30ʹ--N 10°40ʹ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014204773202124,1 map : color ; 59 x 62 cm,226 D-[1947?] sheet 1-sheet 2,Spanish,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030886 (a-b (s1-s2)),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2024-11-21,2024-11-21,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35970,35970,35980.cpd,/agdm/image/35980.cpd
20260817_agdm-export_Bbox-Subset.csv,"Mapa del estado de Guatemala, republica de Centro America / compilado por disposicion del supremo gobierno por libertad Claudio Urrutia, Ingeniero ; casa editora: L. Friederichsen y Cia ; Grabado e imprenta por los Talleres Geográfico-Litograficos de J. Köhler",,Guatemala 1923,,"Urrutia, Claudio",,1923,Publication: Hamburgo : L. Friederichsen y Cia ; Manufacture: Hamburgo : Talleres Geográfico-Litograficos de J. Köhler ;,Guatemala -- Maps ; Belize -- Maps ; Central America -- Maps ;,North and Central America;,Guatemala,,,,,Guatemala,"Mounted on muslin and fitted with rods.  Relief shown by gradient tints and contours.  Includes tables, diagrams and 2 inset maps : Mapa de la distribucion de los idiomas que se hablan en Guatemala; Mapa del antiguo reina de Guatemala.  Includes Belize and portions of other Central American countries.",,"Alturas de volcanes, cerros, cumbres y lagunas -- Plantas importantes -- Posicion de los principales puntos -- Datos estadisticos y geograficos -- Lluvia cantidad mensual -- Temperatura.",,cartographic image,Still image,Maps,Color;,"1:400,000",(W 92°22ʹ00ʺ--W 88°12ʹ00ʺ/N 17°48ʹ00ʺ--N 13°33ʹ00ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014206273302124,1 map : color ; 127 x 128 cm,221 A-1923,Spanish,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030889 (s1-s2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2024-11-21,2024-11-21,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35974,35974,35984.cpd,/agdm/image/35984.cpd
20260817_agdm-export_Bbox-Subset.csv,"Mapa de carreteras y telecomunicaciones de la República del Ecuador / [Por] Ministerio de de Obras Públicas y Comunicaciones. Carlos A. Tufiño P., cartógrafo",,Ecuador 1972,,Ecuador. Ministerio de Obras Públicas,"Tufiño, Carlos A.",1972,Quito : Ecuador. Ministerio de Obras Públicas;,Roads -- Ecuador -- Maps ; Telecommunication -- Ecuador -- Maps ;,South America;,Ecuador,,,,,Ecuador,"At head of title: Año del sesquicentenario 1822-1972.  Folded title: República del Ecuador: Mapa de carreteras y telecomunicaciones.  Includes table of ""Distribución demográfica,"" road sign chart, location map, and insets of ""Archipiélago de Colón (Islas Galápagos), Territorio Insular,"" ""Principales volcanes,"" and ""Ubicación de las Islas Galápagos.""  Map of ""Telecomunicaciones principales del Ecuador"" and col. illus. on verso.",,,,cartographic image,Still image,Maps,,"1:2,000,000",(W 92°12ʹ00ʺ--W 75°11ʹ00ʺ/N 1°53ʹ00ʺ--S 5°00ʹ00ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9917010743402124,"1 map : color ; 44 x 56 cm, originally folded to 22 x 11 cm",256 A-1972,Spanish,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030891 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2024-11-21,2024-11-21,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35977,35977,35991.cpd,/agdm/image/35991.cpd
20260817_agdm-export_Bbox-Subset.csv,"Karta öfver Perú / utgifven af D.E. Larrabure y unánue ; R.E. Baluarte, Kartograf ; Edwardo Higginson counsil of Peru in Southampton ; Philip & Son, Limited ; The London Geographical Institute",,Peru 1903,,"Baluarte, Rafael E.","Larrabure y unánue, D. E. ; George Philip & Son ; London Geographical Institute ;",1903,London : George Philip & Son,Peru -- Maps;,South America;,Peru,,,,,Peru,Gift from Dr. Isaiah Bowman 1928. Shows major methods of communication and transportation.  Relief shown by hachures and spot heights.  Includes inset map.  Prime meridian: Paris.,,,,cartographic image,Still image,Maps,Color;,"1:3,000,000",(W 84°38ʹ00ʺ--W 68°39ʹ00ʺ/S 0°02ʹ00ʺ--S 20°11ʹ00ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014076772202124,1 map : color ; 93 x 74 cm,265 A-1903,Swedish ; Spanish,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030890 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2024-11-21,2024-11-21,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35980,35980,35994.cpd,/agdm/image/35994.cpd
20260817_agdm-export_Bbox-Subset.csv,"General karte von den Herzogthümern Schleswig, Holstein und lauenburg, den Fürstenthümern Lübek und Ratzeburg, und den Freien und Hansestädten Hamburg und Lübek / entworfen und herausgegeben vom Hauptmann F. Geerz ; gestochen von F.W. Kliemer und Aug. Mädel",,"Schleswig-Holstein, Germany 1982",,"Geerz, F. ;","Kliemer, F. W. ; Mädel, Aug. ;",1858 ; 1982,Publication: Schleswig-Holstein-Tag : Landesvermessungsamt: Manufacture: Schleswig-Holstein : druck Landesvermessungsamt,Schleswig-Holstein (Germany) -- Maps,Europe;,Germany,Schleswig-Holstein,,,,Schleswig-Holstein,"Relief shown by hachures and spot heights. Depths shown by soundings. Inset: Übersicht der Posten - Course, mit Angabe der Wegeslängen. ""Das Original wurde freundlicherweise von der Schleswig-Holsteinischen Landesbibliothek zur Verfügung gestellt."" Original ""gedruckt von Angerer in Berlin.""",,,,cartographic image,Still image,Maps,Color;,"1:450,000",(E 7°31ʹ00ʺ--E 11°40ʹ00ʺ/N 55°05ʹ00ʺ--N 53°21ʹ00ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014207573402124,1 map : color ; 66 x 49 cm,640-c .S3H6 B-1858 1982,German,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030893,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 19th-century map (1858) shows the Schleswig, Holstein, and Lauenburg regions and Area cities including Lübeck, Ratzeburg.",,2024-11-21,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35981,35981,35986.jp2,/agdm/image/35986.jp2
20260817_agdm-export_Bbox-Subset.csv,"TACA, Transportes Aereos Centro Americanos, Nicaraguan Division",,Nicaragua 1941,,Transportes Aereos Centroamericanos,Army War College (U.S.),1941,"Washington, D.C. : Engineer Reproduction Plant, U.S. Army, the Army War College",Airways -- Nicaragua -- Maps ; Nicaragua -- Maps ;,North and Central America;,Nicaragua,,,,,Nicaragua,"Base map in Spanish; 1941 data in English.  Relief shown by hachures and spot heights. ""Tegucigalpa, Honduras, C.A. Sept. 1938.""",,,,cartographic image,Still image,Maps,,"1:500,000",(W 87°45'--W 82°16'/N 15°01'--N 10°42'),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013894969002124,1 map : color ; 125 x 95 cm,226 D-1941,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030887,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1941 Transportes Aereos Centroamericanos airways map of Nicaragua (1:500,000) displays TACA's Nicaraguan flight routes.",,2024-11-21,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35982,35982,35960.jp2,/agdm/image/35960.jp2
20260817_agdm-export_Bbox-Subset.csv,Commercial map of Guatemala / by F. Bianconi,,Guatemala 1891,,"Bianconi, F., 1840- cartographer",,1891,Philadelphia : Wm. M. Bradley & Co.,Guatemala -- Administrative and political divisions -- Maps ; Roads -- Guatemala -- Maps;,North and Central America;,Guatemala,,,,,Guatemala,"elief shown by hachures. Prime meridian: Paris. Includes two inset maps and list of Departments. ""77"" -- upper right.",,,,cartographic image,Still image,Maps,Color;,"1:1,200,000",(W 92°50ʹ--W 87°40ʹ/N 17°55ʹ--N 13°40ʹ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014206273002124,1 map : color ; 44 x 52 cm,221 A-1891,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030884,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"Guatemala's 1891 commercial map by F. Bianconi displays railways, borders, and major cities.",,2024-11-21,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35983,35983,35962.jp2,/agdm/image/35962.jp2
20260817_agdm-export_Bbox-Subset.csv,República del Ecuador / complilado por el Instituto Geográfico Militar,Edicion I.G.M. de 1981.,Ecuador 1981,,Instituto Geográfico Militar (Ecuador),,1981,Quito : Instituto Geográfico Militar,Ecuador -- Maps ; Galapagos Islands -- Maps ;,South America;,Ecuador,,,,,Ecuador,"Relief shown by contours, shading, gradient tints, and spot heights. Depth shown by bathymetric tints and isolines. Insets: Provincia de Galápagos Archipiélago de Colon -- Situación del Archipiélago de Galápagos con relación al territorio continental -- Referencias utilizadas en la compilación -- America del Sur -- Perfil Transversal, Perfil Longitudinal. Includes notes, 3 inset maps, 2 inset profile views.",,"Insets: Provincia de Galápagos Archipiélago de Colon -- Situación del Archipiélago de Galápagos con relación al territorio continental -- Referencias utilizadas en la compilación -- America del Sur -- Perfil Transversal, Perfil Longitudinal.",,cartographic image,Still image,Maps,Color;,"1:1,000,000",(W 81°30ʹ--W 71°30ʹ/N 1°30ʹ--S 6°00ʹ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014108568102124,1 map : color ; 83 x 111 cm,256 A-1981,Spanish,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030892,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1981 military map displays Ecuador, its provinces, topography, and a Galápagos Islands inset.",,2024-11-21,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35986,35986,35987.jp2,/agdm/image/35987.jp2
20260817_agdm-export_Bbox-Subset.csv,"Ecuador / Board of Economic Warfare ; drawn in R. and A., OSS.",Provisional edition,Ecuador 1943,,United States. Office of Strategic Services. Research and Analysis Branch;,United States. Board of Economic Warfare ; United States. Office of Strategic Services. Reproduction Branch ;,1943,"Washington, D.C. : O.S.S.",Ecuador -- Maps ; Base maps ; Outline maps ;,South America;,Ecuador,,,,,Ecuador,"Black line print. ""Map no. 2002, 1 March 1943."" ""Unrestricted.""",,,,cartographic image,Still image,Maps,B&W;,"1:1,100,000",(W 81°30ʹ--W 74°30ʹ/N 2°--S 5°30ʹ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9920305363402124,"1 map : photocopy ; 80 x 77 cm, on sheet 82 x 88 cm",256 B-1943,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030880,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1943 outline map of Ecuador displays its major rivers and provincial boundaries for wartime economic study.,,2024-11-21,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35987,35987,35961.jp2,/agdm/image/35961.jp2
20260817_agdm-export_Bbox-Subset.csv,"Bodenwerthe des Reislandes (Ta) nach der Katasterveranlagung im 15, meiji (1882)",,Japan 1883,,,,1883,"Washington, D.C. : Bureau of Statistics",Rice -- Japan -- Maps,Asia;,Japan,,,,,Japan,Relief shown by hachures on inset map. In German and Japanese. Includes inset map of Hokkaido.,,,,cartographic image,Still image,Maps,Color;,"1:30,000,000",(E 128°40ʹ00ʺ--E 146°43ʹ00ʺ/N 45°52ʹ00ʺ--N 29°53ʹ00ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014020272002124,1 map : color ; 41 x 42 cm,470 E-[1883?],German ; Japanese,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030894,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,An 1882 Japanese map shows rice land values ranked by province based on productivity.,,2024-11-21,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35990,35990,35988.jp2,/agdm/image/35988.jp2
20260817_agdm-export_Bbox-Subset.csv,A pictorial map of historic Panama / by Sing Leong,,Panama 1937,,"Leong, Sing",,,"Publication: Corozal, C.Z. : Department Engineer Reproduction Plant;  Manufacture: Corozal, C.Z. : Distributed by Panama Mobile Force and Security Command",Panama -- Maps,North and Central America;,Panama,,,,,Panama,"Other title  Official Army souvenir  Notes  Includes notes and illustrations.  ""A personnel service from Hq. Sixth Air Force.""  Date derived from text: ""Capital investment by United States in Panama Canal as of July 1, 1937 ...""  Text, illustrations and map of Panama Canal on verso.  Source  Library Catalog",,,,cartographic image,Still image,Maps,Color;,,(W 83°03ʹ00ʺ--W 77°09ʹ00ʺ/N 9°50ʹ00ʺ--N 7°00ʹ00ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014151469302124,"1 map : color ; 28 x 42 cm, folded to 12 x 22 cm.",227 M-[1937],,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030899 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2024-11-26,2024-11-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35993,35993,36014.cpd,/agdm/image/36014.cpd
20260817_agdm-export_Bbox-Subset.csv,"Chinese communist and Japanese positions in China / drawn in the Department of State, Division of Geography and Cartography","February 29, 1944.",China 1944,,United States. Department of State,,1944,"Washington, D.C. : Department of State, Division of Geography and Cartograph","China -- History -- 1937-1945 -- Maps ; Communism -- China -- History -- Maps ; World War, 1939-1945 -- Campaigns -- China -- Maps ; China -- Maps;",Asia;,China,,,,,China,"Includes notes. ""1240D.""",,,,cartographic image,Still image,Maps,Color;,"1:13,000,000",(E 73°29ʹ00ʺ--E 134°46ʹ00ʺ/N 53°33ʹ00ʺ--N 8°39ʹ00ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014204772802124,1 map : color ; 27 x 25 cm,460 B-1944,,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030897,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,1944 WWII map showing Chinese Communist and Japanese military positions and key regions.,,2024-11-26,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/35998,35998,35995.jp2,/agdm/image/35995.jp2
