File,Full Title,Edition,Short Title,Series,Creator,Contributors,Publication Date,Map Publisher,Subject,Continent,Country,State/Province,Region,County,City,Geometry,Notes,Local Note,Contents,Essay Description of Item,Type (RDA),Type (DCMI),Genre,Color/B&W,Scale,Bounding Box,Original Collection,Primo Record Permalink,Original Item Description,Original Item ID,Language,Repository,Digital Publisher,Rights,Digital ID,Digital Format,Digital Collection,NB,Accessible Alt Text,Cataloger,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
20260817_agdm-export_Bbox-Subset.csv,Teatro della guerra in Asia / Istituto geografico De Agostini,,Asia 1918,,Istituto geografico De Agostini,,1918,Novara Italy : Istituto geografico De Agostini,Asia -- Maps ; Asia -- Colonies -- Maps ;,Asia;,,,,,,Asia;,"Relief shown by hachures. Includes 5 inset maps: Asia etnografica e demografica: Razze e popoli [and] Densità di popolazione -- Tien-Tsin e regioni limitrofe -- Concessione Italiana di Tien-Tsin -- Palestina. Shows European, American and Japanese possessions in Asia. Loaned by the American Geographical Society to the Peace Conference at Versailles, 1918-1919.",,,,cartographic image,Still image,Maps,Color;,"1:15,000,000",(E 25°--E 50°/N 50°--S 20°),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9917334063402124,1 map : color ; 69 x 89 cm,400 B-[1918?],,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030906,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,Rewritten (125 chars): A 1918 map titled 'Teatro della guerra in Asia' displays colonial borders and wartime zones in Asia.,,2024-11-26,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36009,36009,36008.jp2,/agdm/image/36008.jp2
20260817_agdm-export_Bbox-Subset.csv,"Eurasia : commercial development / George Philip & Son, Ltd. ; published by the Royal Geographical Society ; The London Geographical Institute",,Europe 1917,,"Philip, George, 1870-1937",Royal Geographical Society (Great Britain),1917,London : Royal Geographical Society,Industries -- Eurasia -- Maps ; Land use -- Eurasia -- Maps ; Eurasia -- Maps ;,Europe;,,,,,,Europe;,"""The Geographical Journal, December 1917."" Gift from publisher 1918.",,,,cartographic image,Still image,Maps,Color;,"1:40,000,000",(E0°--E 180/N 50°--S 10°),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014108073402124,1 map : color ; 28 x 28 cm,601 E-1917,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030917,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1917 Eurasian map divides commercial zones, using color to contrast developed and undeveloped areas.",,2024-12-04,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36021,36021,36027.jp2,/agdm/image/36027.jp2
20260817_agdm-export_Bbox-Subset.csv,"Theatre geographique des guerres du continent, où se trouvent en entier le Royaume de Prusse, la Russie d'Europe et la confédération du Rhin composee des royaumes de Saxe, de Westphalie, de Baviere et de Virtemberg, des Gands Duches de Varsovie, de Berge, de Hesse Darmstdt. de Bade et autres principautes, l'Empire d'Autriche, le royaume d'Italie, le royaume de Naples, une partie de l'empire français et la Turquie d'Europe / dressé par L. Denis, revue et augmenté par Hérisson, éléve de M. Bonne, ancien ingénieur hydrographe de la Marine",,Europe 1812,,,"Bonne, Rigobert, 1727-1794 ; Denis, Louis",1812,Paris : Chez Basset Md. Estampes,"Europe -- History -- Maps ; France -- Historical geography -- Maps ; France -- History -- Maps ; Napoleonic Wars, 1800-1815 ;",Europe;,,,,,,Europe;,Relief shown pictorially.  Shows Paris and L'Isle de Fer meridians.,,,,cartographic image,Still image,Maps,Color;,"1:2,500,000",W 0°31ʹ00ʺ--E 41°07ʹ00ʺ/N 61°50ʹ00ʺ--N 35°00ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/qvknjl/alma991014151469702124,1 map : color ; 116 x 119 cm,600 B-1812,French,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030919 (s1-s4),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2024-12-10,2024-12-10,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36031,36031,36035.cpd,/agdm/image/36035.cpd
20260817_agdm-export_Bbox-Subset.csv,Political map of Africa / The Edinburgh Geographical Institute ; John Bartholomew & Co.,,Africa 1912,,,John Bartholomew & Co. ; Edinburgh Geographical Institute ;,1912,"Edinburgh : John Bartholomew & Co.,",Africa -- Maps ; Colonies -- Africa -- Maps ; Africa -- Boundaries -- Maps ; Africa -- Colonies -- Maps ;,Africa;,,,,,,Africa;,,,,,cartographic image,Still image,Maps,Color;,"1:40,000,000","W 024°52'22""--E 063°53'47""/N 40°47'49""--S 38°19'28""",American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013351673302124,1 map : color ; 24 x 22 cm,300 B-[1912],English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030928,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1912 political map displays Africa's colonial divisions and European territorial claims.,,2024-12-10,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36035,36035,36038.jp2,/agdm/image/36038.jp2
20260817_agdm-export_Bbox-Subset.csv,Asiæ nova descriptio / Auctore Jodoco Hondio,,Asia 1606 1995,,"Hondius, Jodocus, 1563-1612",Historic Urban Plans (Firm),1606 ; 1995,"Ithaca, N.Y. : Historic Urban Plans",Asia -- Maps -- Early works to 1800 -- Facsimiles ;  Asia -- Maps -- Facsimiles ;,Asia;,,,,,,Asia;,"Relief shown pictorially. Facsimile. [Amsterdam? : J. Hondius, 1606]. From the collection of Historic Urban Plans Inc. ... Ithaca, N.Y. 14851. Original version: Prime meridian: Ferro. Includes text, bar scale of ""Miliaria Germanica"", and color illustrations of ships and sea monsters.",,,,cartographic image,Still image,Maps,Color;,"1:25,000,000.",E 25°39ʹ00ʺ--W 169°41ʹ00ʺ/N 81°17ʹ00ʺ--S 10°55ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9916277373402124,1 map : color ; on sheet 45 x 60 cm,400 B-1606 [19--?],Latin,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030922,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1606 Hondius hand-colored map of Asia highlights early European borders and seas.,,2024-12-10,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36036,36036,36041.jp2,/agdm/image/36041.jp2
20260817_agdm-export_Bbox-Subset.csv,"Carte commerciale du Congo Belge / L. Manduau, del. ; supplément au Mouvement Géographique du 31 octobre 1909.",,Democratic Republic of the Congo 1909,,"Manduau, L.",,1909,Bruxelles : Institut National de Géographie,Concessions -- Congo (Democratic Republic) -- Maps ; Congo (Democratic Republic) -- Maps ;,Africa;,Democratic Republic of the Congo;,,,,,Democratic Republic of the Congo;,"Other title Mouvement Géographique. Notes Includes inset comparison map of Belgium at same scale. Shows projected stages of commercial development through July 1, 1912.",,,,cartographic image,Still image,Maps,Color;,"1:8,000,000",E 12°02ʹ00ʺ--E 31°18ʹ00ʺ/N 5°23ʹ00ʺ--S 13°27ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9917345733402124,1 map : color ; 28 x 29 cm,345 E-1909,French,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030930,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"Belgian Congo map from 1910 displays commercial concessions, regions, and major rivers.",,2024-12-10,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36037,36037,36039.jp2,/agdm/image/36039.jp2
20260817_agdm-export_Bbox-Subset.csv,Esquisse phytogéographique de l'Afrique,,Africa 1944,,United States. Office of Strategic Services. Geography Division,,1944,Bruxelles : Marcel Hayez,Phytogeography -- Africa -- Maps ; Biotic communities -- Africa -- Maps ;,Africa;,,,,,,Africa;,,,,,cartographic image,Still image,Maps,B&W;,,W 18°57ʹ00ʺ--E 52°45ʹ00ʺ/N 39°11ʹ00ʺ--S 36°46ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014167267002124,1 map ; 34 x 28 cm,300 E-[1944],French,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030933,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"1944 Africa map shows its major vegetation zones—rainforest, savanna, steppe, and altitude regions.",,2024-12-10,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36041,36041,36037.jp2,/agdm/image/36037.jp2
20260817_agdm-export_Bbox-Subset.csv,"Indians of South America ; Archaeology of South America / produced by the Cartographic Division, National Geographic Society ; John B. Garver, chief cartographer",Reprinted 1989.,South America 1989,,National Geographic Society (U.S.). Cartographic Division,,1989,"Washington, D.C. : The Society",Indians of South America -- Maps ; South America -- Antiquities -- Maps ;,South America;,,,,,,South America;,"Includes text, location map for map of ""Archaeology of South America,"" ancillary maps of ""The growth of South American civilization,"" ""Growth of the Inca empire,"" and ""Puma-shaped Cuzco,"" ancillary view of ""Machu Picchu : mountain city of the Incas,"" and col. ill.",,,,cartographic image,Still image,Maps,Color;,"1:10,700,000 ; 1:5,540,000",W 80⁰--W 35⁰/N 10⁰--S 55⁰,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma997336603402124,"2 maps on 1 sheet : both sides, color ; on sheet 95 x 58 cm",250 C-1982 1989,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030944 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2025-01-07,2025-01-07,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36053,36053,36066.cpd,/agdm/image/36066.cpd
20260817_agdm-export_Bbox-Subset.csv,"New York times.  Africa, land of untapped wealth.",,Africa 1950,,New York Times Magazine,,1950,New York : New York Times Magazine,Africa -- Economic conditions -- Maps ; Land capability for agriculture -- Africa -- Maps ; Mines and mineral resources -- Africa -- Maps ;,Africa;,,,,,,Africa;,"Relief shown pictorially.  Shows exisiting dams, proposed dams and railways.  Includes table showing ""Africa's leading products"" (diamonds, palm kernels, cobalt, cacao, palm oil, gold, vanadium).  ""Magazine, June 4, 1950.""  ""13"" -- bottom right.  Advertisement with text and color illustration on verso.",,,,cartographic image,Still image,Maps,Color;,,W 25°21ʹ00ʺ--E 63°29ʹ00ʺ/N 37°20ʹ00ʺ--S 34°49ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014167266902124,1 map : color ; 34 x 27 cm,300 E-[1950],English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030945 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2025-01-07,2025-01-07,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36056,36056,36069.cpd,/agdm/image/36069.cpd
20260817_agdm-export_Bbox-Subset.csv,"B&B map, Bolivia road map 1:1 750 000",,Bolivia 2001,,Berndtson & Berndtson,,2001,"Furstenfeldbruck, Germany : Berndtson & Berndtson",Bolivia -- Maps;,South America;,Bolivia;,,,,,Bolivia;,"Other title B and B map Bolivia 1:1 750 000 Bolivia 1:1 750 000 Notes Relief shown by spot heights. Insets on verso: La Paz : 1:10 000 -- Potosi : 1:12 000 -- Santa Cruz : 1:18 000 -- Cochabama : 1:18 000 -- La Paz & Alrededores : 1:400 000 -- Tiwanacu : 1:10 000 -- Bolivia Este : 1:2 500 000 -- Sucre : 1:12 000. Includes text location map, climatic graphs and indexes. Legend in English, German, French, Italian, and Spanish.",,,,cartographic image,Still image,Maps,Color;,"1:1,750,000",W 69°38ʹ00ʺ--W 57°27ʹ00ʺ/S 9°40ʹ00ʺ--S 22°53ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9914865703402124,"1 map : both sides, color, laminated ; 50 x 97 cm",252 D-2001,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030942 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2025-01-07,2025-01-09,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36063,36063,36076.cpd,/agdm/image/36076.cpd
20260817_agdm-export_Bbox-Subset.csv,The arab world / cartography [by] Deutscher Verlag Afro-Asiatischer Kartographie,,North Africa 1958,,Deutscher Verlag Afro-Asiatischer Kartographie,International Association of Friends of the Arab World,1958,Lausanne ; Munich : International Association of Friends of the Arab world,Arab countries -- Maps;,Africa ; Europe ; Asia,,,,,,Africa ; Europe ; Asia,Gift from publisher 1961.  Relief shown by shading.,,,,cartographic image,Still image,Maps,Color;,"1:17,685,000",W 20°--E 60°/N 40°--S 10°,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013745071002124,1 map : color ; 55 x 74 cm,300-c .N6 A-[1958?],English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030940,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A vintage 1958 map of the Arab World displays its topography by country.,,2025-01-07,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36069,36069,36063.jp2,/agdm/image/36063.jp2
20260817_agdm-export_Bbox-Subset.csv,"International travel maps, Amazon Basin, scale 1:4,000,000",,"Amazon Basin, South America 2000",,ITMB Publishing Ltd.,International Travel Maps (Firm),2000,"Vancouver, B.C. : International Travel Maps",National parks and reserves -- Amazon River Region -- Maps ; Amazon River Region -- Maps ; Tourist maps;,South America;,,,,,,South America;,"Legend in English, French, German, and Spanish.  Relief shown by shading and spot heights. Panel title. Copyright: ITMB 2000. Includes note, index to protected areas, and lists of abbreviations and geographic equivalents.",,,,cartographic image,Still image,Maps,Color;,"1:4,000,000",W 82⁰--W 47⁰/N 7⁰--S 17⁰,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9915606653402124,1 map : color ; on sheet 69 x 97 cm,250-c .N6 A-2000,English ; French ; German ; Spanish ;,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030941,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"This map highlights the Amazon Basin in Brazil, Colombia, Peru, Bolivia, and neighboring areas, marking national parks.",,2025-01-07,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36075,36075,36055.jp2,/agdm/image/36055.jp2
20260817_agdm-export_Bbox-Subset.csv,"Coal, iron, steel in Europe Map Review III 29 July 1950 / by the Bureau of Current Affairs ; printed by Fosh & Cross Ltd.",,Europe 1950,,,Great Britain. Bureau of Current Affairs,1950,"Publication  London : Bureau of Current Affairs, 1950.  Manufacture  London : Fosh & Cross Ltd., 1950.",Mines and mineral resources -- Europe -- Maps ; Coal -- Europe -- Maps ; Iron -- Europe -- Maps ; Steel -- Europe -- Maps ; Europe -- Maps ;,Europe;,,,,,,Europe;,Includes text and table.  Outline map of Europe and text on verso.,,,,cartographic image,Still image,Maps,Color;,,W 11°35ʹ00ʺ--E 61°53ʹ00ʺ/N 71°10ʹ00ʺ--N 28°34ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014267186402124,1 map : color ; 77 x 102 cm,600 E-1950,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030923 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2025-01-14,2025-01-14,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36078,36078,36088.cpd,/agdm/image/36088.cpd
20260817_agdm-export_Bbox-Subset.csv,Carte ethnique et linguistique de l'Europe / A. Dardano red. et dessinateur,,Europe 1917,,Institut Geographique de Agostini,,1917,Novare : Institut Geographique de Agostini,"Ethnology -- Europe -- Maps ; Ethnology -- Europe, Central -- Maps ; Ethnology -- Europe, Eastern -- Maps ; Ethnology -- Asia, Central -- Maps ; Linguistics -- Europe -- Maps ; Linguistics -- Europe, Central -- Maps ; Linguistics -- Europe, Eastern -- Maps ; Linguistics -- Asia, Central -- Maps ; Linguistic geography ;",Europe;,,,,,,Europe;,"Removed from: L'Europe ethnique et linguistique : atlas descriptif en trois cartes spéciales à couleurs, avec texte demonstratif.",,,,cartographic image,Still image,Maps,Color;,"1:10,000,000",W 11°35ʹ00ʺ--E 61°53ʹ00ʺ/N 71°10ʹ00ʺ--N 28°34ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1dmapte/alma9913773723402124,1 map : color,600 C-1917,French,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030924 (001),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,The 1917 ethnolinguistic map of Europe divides regions by language families and ethnic groups.,,2025-01-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36079,36079,36085.jp2,/agdm/image/36085.jp2
20260817_agdm-export_Bbox-Subset.csv,Carte ethnique et linguistique de l'Orient Europeen / A. Dardano red. et dessinateur,,"Middle Europe, western Asia 1917",,Institut Geographique de Agostini,,1917,Novare : Institut Geographique de Agostini,"Ethnology -- Europe -- Maps ; Ethnology -- Europe, Central -- Maps ; Ethnology -- Europe, Eastern -- Maps ; Ethnology -- Asia, Central -- Maps ; Linguistics -- Europe -- Maps ; Linguistics -- Europe, Central -- Maps ; Linguistics -- Europe, Eastern -- Maps ; Linguistics -- Asia, Central -- Maps ; Linguistic geography ;",Europe; Asia;,,,,,,Europe; Asia;,"Removed from: L'Europe ethnique et linguistique : atlas descriptif en trois cartes spéciales à couleurs, avec texte demonstratif.",,,,cartographic image,Still image,Maps,Color;,"1:3,000,000",E 5°54ʹ00ʺ--E 40°42ʹ00ʺ/N 52°27ʹ00ʺ--N 34°12ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1dmapte/alma9913773723402124,1 map : color,600 C-1917,French,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030924 (002),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1917 ethnic and linguistic map of Eastern Europe displaying regions by majority populations and language borders.,,2025-01-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36080,36080,36084.jp2,/agdm/image/36084.jp2
20260817_agdm-export_Bbox-Subset.csv,Carte ethnique et linguistique de l'Europe Central / A. Dardano red. et dessinateur,,"Eastern Europe, western Asia 1917",,Institut Geographique de Agostini,,1917,Novare : Institut Geographique de Agostini,"Ethnology -- Europe -- Maps ; Ethnology -- Europe, Central -- Maps ; Ethnology -- Europe, Eastern -- Maps ; Ethnology -- Asia, Central -- Maps ; Linguistics -- Europe -- Maps ; Linguistics -- Europe, Central -- Maps ; Linguistics -- Europe, Eastern -- Maps ; Linguistics -- Asia, Central -- Maps ; Linguistic geography ;",Europe; Asia;,,,,,,Europe; Asia;,"Removed from: L'Europe ethnique et linguistique : atlas descriptif en trois cartes spéciales à couleurs, avec texte demonstratif.",,,,cartographic image,Still image,Maps,Color;,"1:3,000,000",E 5°54ʹ00ʺ--E 29°51ʹ00ʺ/N 57°28ʹ00ʺ--N 38°35ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1dmapte/alma9913773723402124,1 map : color,600 C-1917,French,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030924 (003),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,The 1917 map illustrates European language and ethnic groups from Central to Eastern Europe using color-coded regions.,,2025-01-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36084,36084,36081.jp2,/agdm/image/36081.jp2
20260817_agdm-export_Bbox-Subset.csv,"Africa mineral production - 1939 (B) : iron ore, manganese ore, crude chromite, antimony, cobalt, and vanadium.","September 14, 1942.",Africa 1942,,United States. Department of State. Office of the Geographer,,1942,"Washington, D.C. : Department of State",Mines and mineral resources -- Africa -- Maps,Africa;,,,,,,Africa;,"""Africa map 4B.""",,,,cartographic image,Still image,Maps,Color;,"1:30,000,000",W 25°21ʹ00ʺ--E 63°29ʹ00ʺ/N 37°20ʹ00ʺ--S 34°49ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014167267102124,1 map : color ; 34 x 26 cm,300 E-1939 1942b,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030957,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1939 Africa map shows iron, manganese, chromite, antimony, cobalt, and vanadium production with colored mine markers.",,2025-01-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36088,36088,36089.jp2,/agdm/image/36089.jp2
20260817_agdm-export_Bbox-Subset.csv,"Africa mineral production - 1939 (C) : gold, silver, platinum metals, diamonds, uranium ores.","September 14, 1942.",Africa 1942,,United States. Department of State. Office of the Geographer,,1942,"Washington, D.C. : Department of State",Mines and mineral resources -- Africa -- Maps;,Africa;,,,,,,Africa;,"Gift from publisher 1946.  ""Africa map 4C.""",,,,cartographic image,Still image,Maps,Color;,"1:30,000,000",W 25°21ʹ00ʺ--E 63°29ʹ00ʺ/N 37°20ʹ00ʺ--S 34°49ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014167267302124,1 map : color ; 34 x 26 cm,300 E-1942,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030955,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1939 map highlights Africa's gold, silver, platinum mines, diamonds, and uranium sites with volume markers.",,2025-01-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36090,36090,36091.jp2,/agdm/image/36091.jp2
20260817_agdm-export_Bbox-Subset.csv,"Africa mineral production - 1939 (D) : copper, lead, zinc, and tin.","September 14, 1942.",Africa 1942,,United States. Department of State. Office of the Geographer,,1942,"Washington, D.C. : Department of State",Mines and mineral resources -- Africa -- Maps;,Africa;,,,,,,Africa;,"""Africa map 4D.""",,,,cartographic image,Still image,Maps,Color;,"1:30,000,000",W 25°21ʹ00ʺ--E 63°29ʹ00ʺ/N 37°20ʹ00ʺ--S 34°49ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014167267202124,1 map : color ; 34 x 26 cm,300 E-1939 1942a,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030956,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1939 map depicts African mineral production: copper, lead, zinc, and tin regions with bar graphs.",,2025-01-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36091,36091,36090.jp2,/agdm/image/36090.jp2
20260817_agdm-export_Bbox-Subset.csv,"Topographical map of Prince Edward Island in the Gulf of St. Lawrence : from actual surveys and the late coast survey of Capt. H.W. Bayfield / by D.J. Lake, C.E. ; J. Schedler, Map Engr. & Lithograr. ; W.E. & A.A. Baker",,"Prince Edward Island, Canada 1863",,"Lake, D. J.","Schedler, J. (Joseph) ; W.E. & A.A. Baker ;",1863,St. John N.B. : W.E. & A.A. Baker,Prince Edward Island -- Maps ; Real property -- Prince Edward Island -- Maps ; Landowners -- Prince Edward Island -- Maps ;,North and Central America;,Canada,Prince Edward Island;,,,,Prince Edward Island;,"Shows property owners.  Includes 29 inset maps, illustrations, directories, and population table.",,,,cartographic image,Still image,Maps,Color;,"1:100,000",W 64°33ʹ00ʺ--W 61°23ʹ00ʺ/N 47°36ʹ00ʺ--N 45°50ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013546771802124,1 map : color ; 125 x 184 cm,131 A-1863,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap030965 (s1-s2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2025-01-22,2025-01-22,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/36119,36119,36132.cpd,/agdm/image/36132.cpd
